NO_OF_FRAMES	1826
NO_OF_CAMERAS	5
NO_OF_MARKERS	14
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-10-22, 16:42:59	1214468.96192736
DATA_INCLUDED	3D
MARKER_NAMES	0	dirY	dirX	RF	RH	RW	LF	LH	LW	RE	LE	RS	LS	NECK
0.351	-0.467	-0.014	-1.018	200.595	0.152	300.287	-0.407	0.143	120.689	225.054	903.225	27.153	238.491	904.157	-54.869	244.125	877.785	192.021	177.227	991.284	199.365	195.023	898.958	233.468	200.606	824.575	-39.668	289.425	589.883	248.360	296.003	565.662	-38.116	462.432	895.951	314.893	391.725	893.721	131.310	379.150	909.871
0.359	-0.461	-0.020	-1.032	200.592	0.145	300.282	-0.408	0.138	118.244	224.866	903.483	24.761	238.917	904.528	-57.193	245.235	877.811	193.551	176.487	991.419	200.714	194.412	899.032	234.710	200.290	824.574	-40.064	289.558	589.856	248.595	295.872	565.686	-38.107	462.548	895.906	314.910	391.799	893.749	131.248	379.128	910.026
0.332	-0.462	-0.018	-1.033	200.591	0.145	300.294	-0.407	0.147	115.749	224.769	903.644	22.307	239.367	904.898	-59.538	246.351	877.842	195.090	175.714	991.493	202.108	193.830	899.061	235.996	199.883	824.591	-40.532	289.693	589.810	248.812	295.788	565.693	-38.103	462.652	895.848	314.954	391.874	893.746	131.213	379.133	910.116
0.327	-0.461	-0.017	-1.026	200.593	0.153	300.287	-0.413	0.135	113.361	224.628	903.762	19.915	239.864	905.185	-61.845	247.498	877.839	196.485	175.390	991.438	203.451	193.295	899.145	238.919	197.829	825.191	-41.017	289.839	589.736	249.018	295.703	565.704	-38.105	462.760	895.779	315.004	391.853	893.708	131.188	379.123	910.137
0.333	-0.458	-0.034	-1.032	200.595	0.152	300.292	-0.415	0.133	110.757	224.539	903.782	17.402	240.338	905.474	-64.286	248.626	877.803	198.113	174.706	991.516	204.939	192.699	899.223	240.210	197.621	825.183	-41.586	290.035	589.724	249.281	295.575	565.730	-38.129	462.856	895.749	315.051	391.904	893.701	131.164	379.129	910.189
0.243	-0.483	-0.022	-1.102	200.594	0.143	300.201	-0.412	0.151	108.267	224.538	903.624	14.939	240.935	905.543	-66.530	250.066	877.420	199.745	174.431	991.307	206.680	192.048	899.242	241.979	197.048	825.157	-41.970	290.336	589.376	249.530	295.438	564.782	-38.148	462.946	895.685	315.402	391.934	893.491	131.377	379.285	910.019
0.246	-0.476	-0.020	-1.107	200.598	0.152	300.190	-0.422	0.134	105.419	224.421	903.709	12.183	241.378	906.089	-69.236	251.194	877.731	201.493	173.279	991.782	207.926	191.712	899.504	242.910	197.112	825.385	-42.881	290.509	589.555	249.834	295.325	565.890	-38.158	463.054	895.641	315.060	392.164	893.837	131.057	379.306	910.332
0.246	-0.486	-0.020	-1.102	200.599	0.150	300.185	-0.425	0.133	102.737	224.445	903.554	9.562	241.915	906.314	-71.770	252.421	877.654	203.230	172.652	991.868	209.527	191.179	899.567	244.378	196.866	825.448	-43.625	290.738	589.481	250.108	295.198	565.900	-38.183	463.174	895.614	315.096	392.271	893.844	131.045	379.407	910.356
0.231	-0.480	-0.013	-1.129	200.595	0.156	300.165	-0.429	0.137	100.029	224.477	903.345	6.908	242.444	906.535	-74.322	253.701	877.555	205.095	171.949	992.024	211.188	190.629	899.690	245.900	196.569	825.483	-44.364	290.998	589.423	250.422	295.053	565.962	-38.176	463.291	895.577	315.145	392.353	893.869	130.986	379.545	910.378
0.223	-0.488	-0.005	-1.118	200.596	0.155	300.156	-0.427	0.132	97.289	224.516	903.085	4.228	243.006	906.708	-76.838	255.026	877.444	207.004	171.260	992.172	212.894	190.094	899.811	247.450	196.298	825.503	-45.178	291.263	589.360	250.701	294.940	565.990	-38.206	463.382	895.549	315.178	392.434	893.876	130.836	380.002	910.326
0.204	-0.493	-0.009	-1.143	200.591	0.163	300.138	-0.434	0.132	93.954	224.091	902.586	1.512	243.577	906.880	-79.390	256.389	877.316	208.968	170.592	992.276	214.642	189.548	899.868	249.223	195.660	825.958	-46.009	291.565	589.281	251.030	294.794	566.029	-38.220	463.497	895.510	315.243	392.488	893.899	130.612	380.604	910.233
0.190	-0.495	-0.001	-1.152	200.589	0.166	300.127	-0.432	0.142	91.187	224.179	902.321	-1.206	244.165	907.061	-81.939	257.758	877.169	210.942	169.920	992.337	216.441	189.022	899.999	250.829	195.253	825.961	-46.873	291.899	589.204	251.365	294.642	566.026	-38.229	463.624	895.507	315.304	392.609	893.914	130.587	380.941	910.039
0.193	-0.488	0.004	-1.148	200.580	0.182	300.119	-0.448	0.157	88.661	224.528	902.136	-4.035	244.945	907.282	-84.504	259.113	876.979	212.983	169.274	992.449	218.275	188.494	900.124	252.477	194.893	826.017	-47.778	292.232	589.122	251.667	294.520	566.036	-38.249	463.730	895.479	315.364	392.640	893.923	131.208	379.213	910.399
0.166	-0.488	0.024	-1.150	200.580	0.183	300.120	-0.440	0.155	85.916	224.765	901.841	-6.791	245.588	907.442	-87.092	260.541	876.830	215.072	168.609	992.586	220.182	187.895	900.178	254.202	194.738	826.055	-48.738	292.597	589.027	252.034	294.368	566.063	-38.260	463.850	895.472	315.419	392.711	893.933	131.220	379.258	910.384
0.177	-0.492	0.013	-1.147	200.586	0.189	300.115	-0.451	0.156	83.079	224.974	901.604	-9.601	246.256	907.532	-89.675	261.958	876.623	217.203	167.902	992.706	222.059	187.437	900.276	255.937	194.365	826.079	-49.750	293.013	588.965	252.396	294.206	566.083	-38.261	463.961	895.470	315.452	392.801	893.972	131.279	379.259	910.416
0.167	-0.501	0.013	-1.164	200.579	0.197	300.114	-0.450	0.164	80.203	225.129	901.287	-12.363	246.930	907.690	-92.296	263.427	876.393	219.328	167.323	992.772	224.042	186.904	900.360	257.739	194.070	826.051	-50.740	293.374	588.842	252.765	294.081	566.122	-38.271	464.086	895.464	315.528	392.855	893.973	131.310	379.287	910.438
0.170	-0.494	0.028	-1.162	200.586	0.185	300.100	-0.447	0.168	77.294	225.305	900.955	-15.140	247.582	907.818	-94.815	264.972	876.171	221.465	166.772	992.868	226.010	186.381	900.460	259.428	193.762	826.111	-51.445	293.661	588.397	253.145	293.931	566.127	-38.281	464.200	895.472	315.578	392.912	894.004	131.363	379.363	910.505
0.168	-0.492	0.029	-1.169	200.581	0.196	300.101	-0.452	0.186	74.381	225.470	900.676	-17.895	248.294	907.929	-97.158	266.826	875.917	223.679	166.093	992.960	227.940	185.968	900.556	261.249	193.423	826.080	-52.847	294.298	588.736	253.536	293.786	566.145	-38.291	464.309	895.451	315.641	392.960	894.008	131.475	379.556	910.626
